55.6744 62.3362 67.6624 71.6862 75.5126 79.3444 80.8857 80.7793 83.5611 89.4178 92.9229 94.0325 94.9981 96.0208 94.4528 90.9167 93.0439 100.987 106.426 109.223 111.936 114.698 114.114 110.774 111.601 116.688 118.825 117.704 116.474 115.229 111.102 104.623 106.353 116.42 123.7 128.062 132.288 136.562 136.813 133.804 135.916 143.29 146.871 146.344 145.755 145.223 140.792 133.082 133.874 143.233 149.119 151.119 153.092 155.074 152.634 146.342 145.588 150.367 151.501 148.38 145.175 141.869 135.191 125.602 127.095 139.777 149.174 155.168 160.956 166.796 167.721 164.735 168.023 177.794 182.818 182.764 182.622 182.576 177.56 168.402 170.128 182.858 191.013 194.151 197.275 200.467 197.805 190.057 189.693 196.731 198.788 195.127 191.437 187.694 179.25 166.661 167.438 181.635 191.493 196.631 201.665 206.739 205.749 199.635 201.316 210.88 214.885 212.686 210.511 208.388 200.675 188.021 187.589 199.34 206.258 207.575 208.993 210.396 205.765 195.6 193.104 198.061 198.096 192.036 185.914 179.088 166.098 137.856 150 
63.2345 59.8425 62.122 71.0789 73.5016 70.0409 73.4783 83.8508 85.7852 79.7389 80.951 90.1099 91.3784 84.8607 86.9638 97.138 98.6578 91.8691 93.4369 104.458 106.132 98.9248 101.286 112.867 113.612 103.642 103.147 112.661 112.587 102.654 103.322 113.59 114.836 107.34 109.686 123.319 125.814 117.909 121.364 135.92 137.384 126.103 126.164 138.378 138.67 126.879 127.833 140.435 141.046 129.793 130.338 143.971 144.912 133.523 135.046 148.786 148.459 133.922 131.699 142.253 140.895 127.019 126.366 137.474 138.549 129.832 133.084 150.15 153.597 144.431 149.206 167.698 169.931 156.449 157.015 172.722 173.478 159.181 160.812 177.08 178.307 164.773 166.102 184.03 185.643 171.506 173.805 191.723 191.645 173.496 171.089 185.113 183.537 165.663 164.723 178.878 179.434 166.517 168.801 188.322 190.976 177.667 181.385 201.564 202.623 184.848 183.627 199.984 199.235 180.953 180.716 196.785 196.448 179.636 179.047 196.311 196.377 179.563 179.902 196.308 194.351 173.643 168.503 179.409 174.134 151.763 137.99 123.977 138.482 
69.2956 62.9347 62.9334 68.5471 70.2637 68.1921 72.7235 84.7348 86.3189 77.6645 77.1938 84.3038 86.0129 82.7636 87.2901 100.903 102.193 91.3299 90.0882 97.4081 98.5408 93.5361 97.797 112.432 113.233 100.364 98.0643 105.481 106.3 100.932 104.904 119.751 120.819 108.253 106.996 115.727 117.273 111.64 117.102 134.94 136.133 120.821 118.42 127.851 128.879 121.905 126.556 144.574 145.144 128.359 125.136 133.874 134.159 125.852 130.042 148.079 148.032 129.973 125.555 133.554 133.42 125.485 129.085 146.02 146.941 131.973 130.715 141.551 143.725 137.265 144.41 166.755 168.522 149.901 147.316 159.441 161.019 152.581 158.747 181.704 182.739 161.984 158.455 170.163 170.856 160.393 166.003 189.409 189.543 166.489 161.125 171.871 171.692 160.962 165.327 187.018 187.492 166.809 163.649 175.871 177.094 167.124 173.881 199.13 199.874 176.157 171.367 183.79 184.034 172.434 177.434 201.317 201 176.43 170.636 181.256 180.279 167.219 171.007 193.203 191.353 165.147 156.736 164.088 158.624 139.286 128.467 119.879 138.505 
74.0088 72.7121 69.4455 64.5072 65.6734 73.2288 78.892 83.1786 84.6407 83.5059 80.6712 76.2883 78.914 88.6982 96.2601 101.941 103.202 100.224 95.0793 87.9547 88.6275 97.2942 103.866 108.713 109.752 107.069 102.405 95.6628 97.7929 108.787 117.11 122.905 123.965 120.438 114.143 105.368 106.016 116.381 124.193 129.982 131.074 127.641 121.945 113.96 116.14 128.521 138.021 144.831 145.466 139.996 131.687 120.564 120.068 130.311 137.917 143.145 143.446 138.784 131.646 121.678 123.084 135.703 145.046 151.078 151.993 147.917 140.323 129.618 130.61 143.703 153.556 160.898 162.434 158.427 151.578 141.922 144.88 160.54 172.606 181.382 182.384 175.756 165.611 152.073 151.731 164.773 174.585 181.549 181.98 175.868 166.786 154.34 155.913 171.32 182.861 190.476 190.94 184.321 173.669 159.24 158.882 172.908 183.368 190.844 191.338 184.973 175.533 162.79 164.356 180.145 192.164 200.454 200.097 191.052 178.364 161.871 159.354 170.821 179.184 184.542 182.446 172.666 160.378 144.79 137.958 139.261 137.399 123.225 132.987 
78.511 75.7249 71.7804 66.4552 67.0877 73.553 78.4171 81.5825 82.8739 82.388 79.8801 75.7526 78.6252 88.8372 96.7556 102.995 104.163 100.368 94.609 86.6007 86.8699 95.3036 101.373 105.063 106.207 104.975 101.107 95.1159 97.8277 109.68 118.817 126.006 127 121.893 114.598 104.637 104.591 114.221 121.111 125.084 126.042 124.053 118.907 111 113.649 127.248 137.495 145.152 145.795 139.5 130.468 118.165 117.215 127.378 134.449 138.277 138.806 136.172 130.199 121.423 123.665 137.409 147.903 156 156.857 150.558 141.652 129.541 129.598 141.513 150.094 155.092 156.377 154.017 147.744 138.036 141.505 158.631 171.536 181.164 182.084 174.379 163.172 147.769 146.779 159.894 168.976 173.85 174.464 170.951 163.107 151.487 154.017 171.244 184.193 193.886 194.318 185.528 173.377 156.966 155.597 168.805 177.964 182.663 182.952 178.8 170.094 157.17 159.405 177.223 190.357 199.704 199.339 189.219 175.395 156.837 153.64 165.29 172.905 176.01 173.864 166.196 154.517 138.499 132.263 135.644 134.882 121.81 138.552 
83.0776 72.7243 70.1688 74.7455 74.4513 69.4575 70.9784 79.9841 80.9252 74.0103 74.7708 82.5654 85.2046 83.1022 88.9717 104.082 105.021 91.9686 88.4119 93.3625 92.9747 87.3454 89.7135 101.246 102.447 93.4659 94.1636 103.594 106.604 103.537 110.577 129.162 129.978 113.177 108.154 113.706 112.637 105.033 107.022 119.993 120.679 109.238 108.909 118.55 121.342 117.634 125.098 145.387 145.988 126.992 121.041 126.62 125.192 116.67 118.845 133.13 133.939 121.32 121.287 132.482 135.501 130.579 138.519 160.989 161.693 140.762 134.562 141.629 140.285 130.666 133.017 149.08 149.899 135.693 135.279 147.264 150.768 146.26 155.583 180.825 181.553 157.911 150.378 157.089 155.342 145.072 147.934 165.737 166.562 150.474 149.773 162.735 166.158 160.307 169.979 197.243 197.591 171.092 162.281 169.192 166.604 154.44 156.3 174.101 174.075 156.29 154.266 166.204 168.966 162.808 172.009 198.721 198.377 170.924 160.855 165.938 162.397 149.827 150.798 166.957 164.917 144.374 138.254 144.454 141.234 127.465 120.791 114.931 130.372 
85.1472 76.8209 75.4069 81.1154 80.0503 71.7912 70.8751 76.4016 77.2208 73.4474 76.4398 87.2698 90.1516 85.6851 89.7303 102.156 103.066 92.6208 90.8408 98.1022 97.139 87.6065 87.2308 95.0734 96.5108 91.8764 95.7164 109.497 113.225 107.794 112.897 128.488 129.296 115.469 112.369 120.271 118.23 105.588 104.021 112.188 112.774 105.857 108.915 123.404 126.757 119.754 124.774 141.596 142.261 126.91 123.511 132.505 130.474 116.867 115.477 124.981 126.139 119.266 123.385 140.323 144.434 136.793 142.417 161.198 161.895 144.637 140.742 150.517 147.861 131.906 129.748 139.67 140.258 131.554 135.26 153.145 157.24 148.469 154.665 175.519 176.215 156.869 152.408 163.321 160.702 143.816 142.141 154.004 155.127 145.802 150.138 170.275 174.948 165.378 172.113 194.967 195.308 173.195 167.306 177.92 173.963 154.308 150.945 161.782 161.506 149.992 152.771 171.728 175.346 164.538 170.375 192.429 192.044 169.14 162.367 172.025 167.646 148.181 144.446 154.477 152.191 137.097 135.27 147.902 146.518 131.4 123.519 115.669 133.057 
85.4648 88.1123 88.468 86.1769 83.9051 81.6173 77.3 71.1389 71.9707 79.9061 85.807 89.8164 93.603 97.4777 98.5232 97.5661 98.6282 101.82 102.754 100.94 99.0418 97.0124 92.7445 86.5424 88.5799 98.9983 106.969 112.638 118.054 123.57 125.412 124.575 125.54 128.404 128.356 124.694 120.988 117.112 110.604 101.7 102.278 112.417 120.03 125.119 129.882 134.649 135.69 134.054 134.938 138.414 138.993 135.847 132.624 129.155 122.794 113.806 115.65 128.422 138.09 144.709 151.067 157.52 159.289 157.496 158.33 161.873 161.652 156.799 151.917 146.847 138.442 126.977 127.39 139.779 149.028 155.137 160.834 166.53 167.656 165.522 166.319 170.132 170.495 166.358 162.082 157.462 149.453 138.404 140.139 154.755 165.886 173.503 180.739 187.997 189.882 187.754 188.154 191.122 189.983 183.498 176.972 170.1 159.581 145.61 144.956 157.616 167.004 172.896 178.356 183.71 184.172 181.029 180.514 182.587 181.183 174.888 168.532 161.699 151.585 138.264 135.191 142.128 146.623 147.847 148.53 148.293 142.987 124.582 130.419 
88.9009 90.5565 90.5309 88.1769 85.7446 83.0756 78.6954 72.7413 73.4425 80.8092 86.4115 90.1631 93.7486 97.3247 98.1123 96.7404 97.7585 101.244 102.314 100.584 98.7654 96.8722 92.6882 86.582 88.6763 99.1563 107.2 113.012 118.505 124.095 126.078 125.56 126.498 128.969 128.705 124.837 120.979 116.887 110.174 100.919 101.394 111.602 119.138 123.943 128.576 133.266 134.024 131.681 132.591 136.846 137.78 134.839 131.819 128.706 122.55 113.774 115.765 128.729 138.595 145.573 152.132 158.784 160.912 159.913 160.723 163.408 162.765 157.6 152.453 146.96 138.242 126.337 126.566 138.883 147.932 153.56 159.01 164.507 165.151 161.884 162.64 167.472 168.203 164.064 159.92 155.668 147.656 136.234 138.085 153.394 164.847 172.662 180.085 187.666 189.748 187.847 188.232 190.932 189.554 182.673 175.918 168.807 157.893 143.068 142.273 155.398 164.791 170.233 175.533 180.893 180.906 176.514 175.983 179.257 178.255 171.871 165.629 159.197 148.995 135.026 132.066 139.961 144.854 146.226 147.118 147.316 142.22 124.026 138.649 
95.699 84.7133 81.863 87.4028 85.7332 76.4521 75.299 81.3806 81.7076 76.4098 78.2771 88.4159 90.5402 85.2732 88.347 99.6603 100.405 90.7463 89.48 96.9663 96.3029 87.1359 87.0763 95.1757 96.8274 92.3579 96.4746 110.635 114.656 109.422 115.06 131.506 132.213 117.33 113.416 120.768 118.153 104.931 102.591 109.816 110.018 103.285 106.051 119.781 122.644 115.433 119.387 134.316 135.079 121.815 119.754 129.299 128.031 115.376 114.76 124.834 126.542 120.183 125.051 142.95 147.821 140.712 147.688 168.597 169.208 149.649 144.162 153.1 149.444 132.355 129.023 137.763 137.655 128.76 131.713 148.308 151.476 142.169 146.551 164.368 164.908 148.294 145.217 156.125 154.004 138.103 136.421 147.284 148.842 141.375 146.923 167.592 172.972 164.265 171.746 195.206 195.49 172.66 165.869 175.424 170.603 150.307 145.455 154.003 153.196 142.928 145.727 163.481 166.495 155.702 159.847 178.553 178.105 158.421 153.163 162.583 158.631 140.243 136.174 144.469 142.605 130.079 129.756 142.782 142.189 128.235 121.147 113.756 129.186 
